genre	title	start	end	publisher	count	Quelle
Abenteuer	BUNTE SAMMLUNG INTERESSANTER ERZÄHLUNGEN	1907	1926	Weber	120	BDH
Abenteuer	CARLO ALDINI	1924	1925	Dietsch	24	BDH
unklar	CARMEN-BÜCHER	1919	1919	Zimmer	7	BDH
unklar	CLAUDE DUVAL	1907	1908	Eichler	46	BDH
Western	DANIEL BOON	1920	1921	Diana	47	BDH
unklar	DAR SERIE	1927	1927	Eden	10	BDH
Krieg	DAS EISERNE KREUZ	1914	1915	VmL	15	BDH
Abenteuer	DAS GROSSE ERLEBNIS	1939	1941	Freizeit	56	BDH
unklar	DAS GUTE BUCH	?	?	Weichert	40	BDH
unklar	DAS GUTE BUCH	1923	1923	Dietsch	11	BDH
unklar	DAS SCHWARZE BUCH	1908	1908	Sect	14	BDH
Western	DER ALTE WALDLÄUFER	1919	1920	Blockhaus	26	BDH
Abenteuer	DER BUND DER RÄCHER	?	?	Stern	33	BDH
Abenteuer	DER BUND DER SIEBEN	1921	1921	VmL	40	BDH
Krimi	DER DETEKTIV	1919	1934	VmL	377	BDH
unklar	DER 30 PFENNIG-ROMAN	1936	1945	Aufwärts	314	BDH
Krieg	DER FLIEGERTEUFEL	1914	1914	VmL	22	BDH
Abenteuer	DER GROSSE KUNDSCHAFTER	1911	1911	Gustav Müller	100	BDH
Jugend	DER JUGENBUND	1912	1912	VmL	45	BDH
Western	DER KÖNIG DER PARISER APACHEN	1910	1910	VmL	16	BDH
Krieg	DER KRIEG	1908	1908	Dresdner	38	BDH
Krieg	DER KRIEG	1915	1915	Dresdner	56	BDH
Western	DER NEUE BUFFALO	1920	1922	Mignon	110	BDH
unklar	DER NEUE EXCENTRIC-CLUB	1920	1927	Mignon	534	BDH
Western	DER NEUE LEDERSTRUMPF	1912	1923	Dresdner	587	BDH
Liebe	DER ROMAN FÜR SIE	1940	1941	NVV	51	BDH
unklar	DER ROTE HANDSCHUH	1922	1923	Dietsch	30	BDH
Krimi	DER WELT-DETEKTIV	1909	1909	VVK	15	BDH
Krimi	DER WELT-DETEKTIV	1929	1930	VVK	62	BDH
Abenteuer	DER ZIRKUSKÖNIG	1922	1922	Dietsch	6	BDH
Krimi	DETEKTIV-ABENTEUER DES KAPITÄN SEEHORST	1920	1920	Wessel	20	BDH
Krimi	DETEKTIV FRANK	1916	1918	Röttig	7	BDH
Krimi	DETEKTIV JOHN SPURLOCK	1915	1915	Mignon	36	BDH
Krimi	DETEKTIV SCHLAGER BIBLIOTHEK	1922	1922	Schlager	13	BDH
Krimi	DETEKTIV SCHERLOCK HOLMES	1907	1911	VVK	10	BDH
unklar	DEUTSCHE ROMAN WOCHE	1914	1914	Vogel	22	BDH
Abenteuer	DEUTSCHE TATEN	?	?	Remert	80	BDH
unklar	DIAMANT BIBLIOTHEK	?	?	Zöphel	8	BDH
unklar	DICK TURPIN	1908	1908	Metropol	25	BDH
unklar	J. HALIFAX	1928	1928	Metro	2	BDH
Abenteuer	DIE BLUTFAHNE DER FLIBUSTIER	1908	1908	Dresdner	30	BDH
Krimi	DIE ERLEBNISSE UND ABENTEUER DES DETEKTIVS RALPH GARBY	1929	1929	Wessel	12	BDH
Krieg	DIE FAHNE HOCH	1933	1935	NVV	44	BDH
Erotik	DIE GEHEIMNISSE VON BERLIN	1923	1923	Rekord	16	BDH
unklar	DIE GUTEN VERGISSMEINNICHT-ROMANE	1922	1923	VmL	60	BDH
Abenteuer	DIE HELDEN DER WILDNIS	?	?	Urban	15	BDH
Erotik	DIE LIEBESABENTEUER DER BELLA POLINI	?	?	Speka	2	BDH
Abenteuer	DIE RAUBZÜGE DER TOTENKOPFFLIEGER	1922	1922	Dietsch	4	BDH
unklar	DIE SENSATION	1940	1940	Dionysus	8	BDH
Abenteuer	DIE SKLAVENBEFREIER	1921	1921	Kleine	17	BDH
unklar	DIE VERSIEGELTE BIBLIOTHEK	?	?	Dresdner	8	BDH
Abenteuer	DREI VON DER FEME	1933	1933	VmL	3	BDH
Abenteuer	DURCH LÄNDER UND MEERE	1912	1916	Eichler	170	BDH
Abenteuer	DURCH WÜSTENGLUT UND URWALD	1928	1929	VVK	23	BDH
Krimi	DUX-KRIMINAL-ROMANE	1920	1920	Leipziger graphische Werke	10	BDH
unklar	EDDY POLO SERIE	1923	1924	Dietsch	57	BDH
unklar	EHRLICH'S KRIMINAL-BÜCHEREI	1928	1931	Eden	74	BDH
Erotik	EIN BLICK DURCH'S SCHLÜSSELLOCH	1902	1903	Dresdner	48	BDH
Jugend	EIN DEUTSCHER JUNGE FLIEGT UM DIE WELT	?	?	Paul Schmidt	10	BDH
unklar	EIN DEUTSCHER ZOLA	1924	1924	Rekord Krömer & Co.	6	BDH
Jugend	EIN HITLERJUNGE ERLEBT	1934	1934	Freya	14	BDH
Abenteuer	EIN NEUER ROBINSON	1912	1913	VmL	60	BDH
Erotik	EIN WARENHAUSMÄDCHEN	1909	1909	VmL	14	BDH
Krimi	EL-KRIMINAL-ERZÄHLUNGEN	1921	1921	Letsch	4	BDH
Abenteuer	ERLEBNISBÜCHEREI	1940	1944	Steiniger	105	BDH
Krimi	ERLEBNISSE DES DETEKTIV FRANK	?	?	Bartholomäus	1	BDH
Krieg	ERLEBNISSE DEUTSCHER FREMDENLEGIONÄRE	1914	1915	VVK	40	BDH
Krimi	ETHEL KING	1912	1915	Dresdner	200	BDH
unklar	EXCENTRO	?	?	Müller	10	BDH
Krieg	FEINDE RINGSUM	1915	1917	Enßlin & Laiblins	100	BDH
Erotik	FEINE HAVANNA	1906	1907	Lehmann	24	BDH
Western	FELSENHERZ 	1922	1923	VmL	34	BDH
unklar	Film-Romane	?	?	?	15	BDH
unklar	Film-Romane	?	?	?	4	BDH
Jugend	FINK UND PETER	?	?	Paul Schmidt	5	BDH
Abenteuer	FLIEGER ABENTEUER	1939	1939	Steiniger	6	BDH
Abenteuer	FLORIAN GEIER	1907	1907	VmL	50	BDH
Krimi	FRANK ALLAN	1920	1932	Ostra	612	BDH
Krimi	FRANK ALLAN	1930	1932	Ostra Verlag	55	BDH
Abenteuer	FRANK FABER'S ABENTEUER	1939	1941	Vaterhaus	52	BDH
Abenteuer	FRED FABER'S ABENTEUER	1939	1941	Vaterhaus	72	BDH
Liebe	Frauen der Liebe	?	?		140	BDH
Liebe	FRAUEN VON HEUTE	1931	1937	Freya	171	BDH
Krimi	FRED CATERPINK 	1922	1923	MVV	27	BDH
unklar	FRED EX VOTO	1923	1923	MVV	8	BDH
Abenteuer	FRED GUNTHER'S ABENTEUER	1921	1921	Findeisen	5	BDH
unklar	FRED PARKER	1921	1923	Richter	149	BDH
Abenteuer	FRED TARMUN	1928	1929	Mignon	100	BDH
Krimi	FRED PINKERTON	1920	1921	Rekord	138	BDH
Krieg	FREUND UND FEIND	1914	1916	Vogel	81	BDH
Abenteuer	FRITZ STAGARTS ABENTEUER	1909	1909	Meteor	80	BDH
Krimi	FÜRST PETROFF	1908	1908	VmL	10	BDH
unklar	GALANTE BÜCHEREI	1922	1922	MVV	1	BDH
Abenteuer	GEHEIMNISSE DER WÜSTE	1908	1909	VmL	22	BDH
unklar	GEHEIMNISSE DES THRONES	1927	1928	Dietsch	15	BDH
unklar	GEHEIMNISVOLLE BIBLIOTHEK	1902	1906	Dresdner	160	BDH
unklar	GELBSTERNBÜCHER	1919	1921	VmL	20	BDH
Western	GENERAL VILLA	1914	1921	Wessel	50	BDH
unklar	GLOCKEN-BÜCHER	1917	1919	Leipziger Graphische Werke	24	BDH
unklar	GLORIA-ROMANE	?	?	Gloria	28	BDH
Abenteuer	GRAF HARRAS VON KRAFT	1922	1923	MVV	7	BDH
Krimi	GROSSE KRIMINAL BÜCHER	1920	1920	Sonnen	10	BDH
unklar	GROSSTADT-ROMANE	1922	1924	Phönix	11	BDH
Krimi	HANNIBAL BLUNT	1921	1922	Sternbücher	49	BDH
unklar	HANSA	1921	1921	Wessel	16	BDH
unklar	HANSA ROMANE	1914	1920	Wessel	238	BDH
Krieg	HANS STARK	1914	1920	Pinkert	37	BDH
Abenteuer	HANS STOSCH	?	?	Mignon	80	BDH
unklar	HARALD HARST	1929	1929	VmL	8	BDH
Abenteuer	HAROLD LLOYD	1924	1924	Luna	5	BDH
Abenteuer	HARRY HILL	1921	1922	Dietsch	27	BDH
Abenteuer	HARRY PIEL	1920	1921	Speka	18	BDH
Abenteuer	HARRY PIEL (2)	1922	1926	Speka	132	BDH
Abenteuer	HARRY PITT	1927	1927	Dietsch	25	BDH
Krimi	HARRY TAXON	1908	1909	VVK	97	BDH
unklar	HEIM-BÜCHER	?	?	Heim	20	BDH
Krieg	HEINZ BRANDT	1913	1921	Mignon	332	BDH
unklar	HEITERE GESCHICHTEN	?	?	Remmert	72	BDH
Krieg	HELDEN DER LUFT	1915	1915	VVK	75	BDH
Krieg	HELDEN DER NATION	1933	1936	Neuer Buchverlag	80	BDH
unklar	HENKER UND GEHENKTE	1930	1930	Neuer Buchverlag	12	BDH
Liebe	HERZ-BÜCHEREI	1925	1925	Rekord	6	BDH
Krimi	HILLGERS SAMMLUNG ILLUSTRIERTER KRIMINALROMANE	?	?	Hilger	21	BDH
unklar	HORST KRAFT	1913	1920	Mignon	313	BDH
Krieg	HURRAH!	1907	1912	Münchmeyer	238	BDH
Krieg	HYÄNEN AUF DEM SCHLACHTFELDE DES LEBENS	1921	1921	Rekord	18	BDH
unklar	ILLUSTRIERTE COLLECTON HEYMANN	?	?	Bartholomäus	15	BDH
unklar	ILLUSTRIERTE GROSSSTADTROMANE	1921	1925	Rekord	40	BDH
Krimi	ILLUSTRIERTE KRIMINALBÜCHEREI	?	?	Vogel	14	BDH
Krimi	ILLUSTRIERTE KRIMINALROMANE	1923	1923	Es werde Licht	4	BDH
Liebe	ILLUSTRIERTE SITTENROMANE	1920	1920	 Krömer	27	BDH
Abenteuer	IM FLUGZEUG UM DIE WELT	1924	1924	VmL	20	BDH
Krimi	IM KAMPF MIT VERBRECHERN	1906	1907	Verlag Deutscher Volksliteratur	50	BDH
Krieg	IM KUGELREGEN	1914	1915	Mignon	10	BDH
Jugend	IM MÄRCHENLANDE	1919	1920	Sonnenverlag	10	BDH
unklar	IM RADIO-CLUB	1924	1925	VVK	24	BDH
Erotik	INDISKRETE LIEBESGESCHICHTEN	?	?	Dresdner	75	BDH
Krieg	IN FEINDESLAND	1914	1915	Heilbrunn	13	BDH
unklar	INTERESSANTE BIBLIOTHEK	1905	1913	Zöphel	70	BDH
Krimi	INTERNATIONALE KRIMINAL-BIBLIOTHEK	1929	1929	Klinger	24	BDH
Erotik	INTIME GESCHICHTEN	1903	1910	Berliner	231	BDH
Erotik	INTIMES	1919	1921	VmL	60	BDH
Erotik	INTIMES (2)	1931	1931	VmL	5	BDH
unklar	IRA-BIBLIOTHEK	1919	1920	Leipziger Graphische Werke	42	BDH
Abenteuer	JACK BOWDENS	?	?	Ostra	16	BDH
Krimi	JACK FRANKLIN	?	?	Dresdner	41	BDH
Abenteuer	JACK MYLONG	1921	1922	Dietsch	30	BDH
Western	JACK NELSON VOM TRIC TRAC TRIC	1925	1926	Mignon	30	BDH
Krimi	JACK PATTERSON	1920	1920	Metropol	8	BDH
Krimi	JAMES ROBERTSON	1919	1922	Monopol	136	BDH
Abenteuer	JAN MAYEN	1936	1938	Bergmann	120	BDH
unklar	JEDERMANNS ROMANE	1937	1937	Branchen Universum	5	BDH
unklar	JEDE WOCHE EIN ROMAN	1933	1944	Fünf Türme	470	BDH
Krimi	JENS ROLF	1922	1923	Berga	9	BDH
Western	JESSE JAMES	?	?	Dresdner	10	BDH
Western	JIM BUFFALO	1922	1923	MVV	28	BDH
Krimi	JOHN BAXTER	1929	1932	Monopol	49	BDH
Abenteuer	JOHN CLASS	1923	1924	Alster	12	BDH
Abenteuer	JOHN KLING'S ABENTEUER	1926	1933	Dietsch	564	BDH
Jugend	JUGEND VORAN	1934	1934	NVV	11	BDH
Abenteuer	JÜRGEN PETERS DER SCHIFFSJUNGE	1914	1923	Mitteldeutsche Verlagsanstalt	448	BDH
Jugend	JUGENDSTREICHE	1920	1920	Sonnen	10	BDH
Jugend	JUGENDWOCHE	1910	1911	VmL	100	BDH
Jugend	JUNGENS-STREICHE	1907	1908	VmL	100	BDH
Krimi	KABEL KRIMINALBÜCHER	1922	1925	VmL 	45	BDH
Krimi	KABEL KRIMINALBÜCHER	1931	1931	VmL	10	BDH
Abenteuer	KAPITÄN AXEL HOLMS	1919	1920	Blockhaus	18	BDH
Abenteuer	KAPITÄN STÜRMER	1906	1908	Münchmeyer 	75	BDH
Krieg	KLAR ZUM GEFECHT	1909	1909	VVK	22	BDH
Abenteuer	KLAUS STÖRTEBECKER 	1908	1909	VVK	60	BDH
Krimi	KLEINE DETEKTIV-ROMANE	1920	1927	Mignon	370	BDH
Krimi	KLEINE KRIMINALBÜCHER	1919	1926	Mignon	277	BDH
unklar	KLEINE MEISTERROMANE	1925	1925	Meister	25	BDH
unklar	KLEINE SCHLAGER BIBLIOTHEK	1921	1921	Schlager	6	BDH
Abenteuer	KOLONIAL-BÜCHEREI	1940	1942	Steiniger	88	BDH
unklar	KOMET-ROMANE	1909	1909	Dresdner Roman Verlag	40	BDH
Abenteuer	KONRAD GÖTZ	1914	1915	Mignon	46	BDH
Krieg	KRIEGSBÜCHEREI	1939	1945	Steiniger	156	BDH
Krieg	KRIEGSFREIWILLIG	1914	1915	VVK	136	BDH
Krieg	KRIEG UND LIEBE	1914	1919	VVK	166	BDH
Krimi	KRIMINAL-BIBLIOTHEK	1905	1907	Meteor	80	BDH
Krimi	KRIMINALBIBLIOTHEK	1919	1919	Sonnen	27	BDH
Krimi	KRIMINALBÜCHER(EI)	1916	1920	Leipziger graphische Werke	78	BDH
Krimi	KRIMINALROMANE DER WIRKLICHKEIT	1923	1923	Rekord	17	BDH
Krimi	KRIMINALROMANE DER WIRKLICHKEIT	?	?	Rekord	2	BDH
Krimi	KRIMINAL- UND DETEKTIV-ROMANE	1921	1925	Wessel	22	BDH
Abenteuer	KURT GAFRANS REISEABENTEUER	1922	1932	Ewald	56	BDH
Abenteuer	KURT GAFRANS REISE-ABENTEUER	1922	1932	Ewald	56	BDH
Abenteuer	LEE PARRY	1924	1924	Luna	34	BDH
unklar	LEIPZIGER VOLKSBÜCHER	?	?	Luna	6	BDH
Jugend	LENE UND LOTTE	1922	1922	VmL 	24	BDH
Erotik	LIEBESLEBEN BERÜHMTER FRAUEN	1928	1928	Dietsch	21	BDH
Liebe	LIEBFRAUENROMANE	1924	1927	VmL	60	BDH
Krimi	LORD PERCY	1913	1916	Mignon	133	BDH
Abenteuer	LORD STUART	1919	1925	Rekord	75	BDH
Abenteuer	LUCIANO ALBERTINI	1923	1923	Dietsch	15	BDH
Krimi	LUKAS HULL	1921	1921	Gnom	5	BDH
Jugend	LU UND LO	1915	1915	Mignon	36	BDH
Jugend	MÄRCHENHÄNDLER	1913	1913	VmL	31	BDH
Jugend	MÄNNE UND MAX	1921	1932	VmL 	132	BDH
Krimi	MANOLESCU	1928	1928	Dietsch	27	BDH
unklar	MASCOTTEBÜCHER	1920	1922	Mignon	64	BDH
Krimi	MASTER KING	1923	1923	Rekord Verlag	24	BDH
Abenteuer	MAX WING'S TOLLDREISTE ABENTEUER	1933	1933	NVV	9	BDH
märchen	MEIN MÄRCHENBUCH	?	?	Sonnen	16	BDH
unklar	MEIN SONNENBUCH	?	?	Sonnen	16	BDH
Krimi	MESS MEND	1924	1925	Neuer Deutscher Verlag	7	BDH
unklar	MIGNON-ROMANE	1913	1920	Mignon	350	BDH
unklar	MINX	?	?	Neuer Verlag	10	BDH
Abenteuer	MISTER JENKINS ABENTEUER	1932	1932	Pilger	21	BDH
Western	MIT BÜCHSE UND LASSO	1910	1911	VVK	75	BDH
Krieg	MIT FLIEGENDEN FAHNEN	1914	1917	VVK	134	BDH
Abenteuer	MIT STANLEY IM DUNKELSTEN AFRIKA	1923	1923	Dietsch	12	BDH
Krimi	MODERNE KRIMINAL-BIBLIOTHEK	1915	1915	VmL	30	BDH
Krimi	MODERNE KRIMINALBÜCHER	1920	1920	VmL 	32	BDH
Krimi	MODERNE KRIMINALBÜCHER	1929	1929	VmL 	30	BDH
Krimi	MODERNE KRIMINAL	1907	1907	Segler	8	BDH
unklar	MODERNE ROMANE	1909	1910	Münchmeyer	30	BDH
unklar	MODERNE ZEHNPFENNIG BIBLIOTHEK	1901	?	Klambt	246	BDH
unklar	MONOPOL ABENTEUER-ROMANE	1924	1924	Monopo	7	BDH
unklar	MV-ROMANE	1939	1939	Mignon	4	BDH
unklar	MV-FESSELNDE ROMAN	1939	1940	Mignon	68	BDH
Krimi	MV-KRIMINALROMANE	1939	1939	Mignon	18	BDH
Krimi	NAT PINKERTON	1910	1915	Dresdner	476	BDH
Krimi	NEMESIS-KRIMINAL-ROMANE	1925	1926	VVK	31	BDH
Krimi	NEUE KRIMINAL-BIBLIOTHEK 	1906	1906	Dresdner	51	BDH
Krimi	NEUE KRIMINAL-BIBLIOTHEK	1926	1930	Freya	170	BDH
Krimi	NIC PRATT	1922	1922	VmL 	33	BDH
unklar	NOBODY	1922	1922	Münchmeyer	16	BDH
Abenteuer	NORBERT FALK	1931	1933	Mignon	105	BDH
Western	OBERST LONGARM	1906	1907	DVV	15	BDH
Abenteuer	OLAF KABELSEN	1929	1933	VmL	50	BDH
Western	OLD IRONHAND	1909	1909	VmL 	4	BDH
unklar	OLYMPIA-ROMANE	?	?	Olymia	4	BDH
unklar	PARADIESBÜCHER	1921	1921	Schlager	6	BDH
unklar	PARZENBÜCHER	1920	1922	Alster	10	BDH
Krimi	PAT CONNER	1908	1908	VmL	30	BDH
unklar	PHIL MORGAN	1921	1922	Rekord	170	BDH
Abenteuer	PIRATEN-ENTDECKER	1937	1938	Neuer Buchverlag	30	BDH
unklar	POLYP	?	?	Klinger	39	BDH
Jugend	PRINZESSROMANE	1916	1920	Mignon	159	BDH
Jugend	PRINZESSIN ÜBERMUT	1914	?	Eichler	393	BDH
Krimi	RAMA SINGH	1925	1925	Ostra	10	BDH
unklar	RECORD 60 PFG. ROMANE	1920	1920	Rekord	12	BDH
Abenteuer	REISE- UND ABENTEUER-ERZÄHLUNGEN	1920	1920	Dietsch	12	BDH
unklar	REKORD 3 MARKBÜCHER	1920	1920	Rekord	5	BDH
unklar	REKORD 4 MARKBÜCHER	1920	1920	Rekord	5	BDH
Krimi	REKORD KRIMINAL	1924	1924	Rekord	42	BDH
Krimi	REO RATT	1924	1925	Mignon 	74	BDH
unklar	REPORTER FLAX	?	?	MVV	10	BDH
unklar	REVERBÜCHER	1921	1921	Rekord	17	BDH
unklar	RHEINGOLD-ROMANE	1927	1930	VVK	116	BDH
unklar	ROBBY IX	1935	1937	Freya	48	BDH
unklar	ROBBY KING	1935	1937	Freya	37	BDH
unklar	ROBERT RAMM	1939	1940	Dietsch	10	BDH
Krimi	ROLF BRAND	1919	1919	Sonnen	35	BDH
Krimi	ROLF KARSTEN	1930	1930	Dietze	5	BDH
Abenteuer	ROLF RODEWALDS REISE UM DEN ERDBALL	1908	1909	VVK	48	BDH
Abenteuer	ROLF-SERIE	1919	1919	Zimmer	6	BDH
unklar	ROMAN PERLEN	1911	1940	VVK	1150	BDH
unklar	ROMAN-STERNE	1929	1934	Verlag A. Bergmann	119	BDH
unklar	ROMAN-WOCHE	1919	1920	Vogel	24	BDH
Western	ROOSEVELTS RAUH-REITER	1911	1911	Columbia Verlag	30	BDH
unklar	ROT-GELB-ROMANE	?	?	Rot-Gelb	50	BDH
Krimi	ROTSIEGELKRIMINAL-ROMANE	1929	1930	Rotsiegel	4	BDH
Abenteuer	RUND UM DIE WELT	?	?	Sect	116	BDH
Abenteuer	RUND UM DIE WELT	?	?	Sonnen	11	BDH
unklar	SAR DUBNOTAL	?	?	Eichler	9	BDH
unklar	SCHLUMPERFRITZ UND SCHLAMPERFRANZ	?	?	Ostra -Verlag	10	BDH
Abenteuer	SCHNELLDAMPFER MIKROKOSMOS	1904	1904	Münchmeyer	7	BDH
unklar	SCHULD UND SÜHNE	1919	1921	VVK	40	BDH
Abenteuer	SELTSAME ABENTEUER AUS ALLER WELT	1919	1919	Sonnen	10	BDH
Abenteuer	SELTSAME GESCHICHTEN	1915	1916	Eichler	16	BDH
Abenteuer	SELTSAME GESCHICHTEN	1940	1940	Dietsch	13	BDH
unklar	SEYBOLD'S VOLKSBÜCHER	1921	1923	Seybold	18	BDH
Krieg	SIEG-HEIL	1933	1934	Freya	60	BDH
unklar	SIESTA-BÜCHEREI	1930	1930	VmL 	20	BDH
Krimi	SINGERS KLEINE ILLUSTRIERTE DETEKTIV-SERIE	1922	1922	Singer	16	BDH
unklar	SIR RALF CLIFFORD	1921	1925	Mignon	192	BDH
Western	SITTING BULL	1906	1906	VVK	38	BDH
unklar	SONNENSTRAHLEN	?	?	Sonnen	3	BDH
Krimi	SPANNENDE KRIMINALFÄLLE	?	?	Schmidt	5	BDH
Abenteuer	SPIONE	1914	1914	Mignon	12	BDH
Liebe	SPORT UND LIEBE	1925	1925	Rekord	6	BDH
Krimi	STERNBÜCHER	1920	1922	Stern	34	BDH
Krimi	STERNBÜCHER	1920	1922	Stern	20	BDH
Erotik	SÜSSE GESCHÄFTSMÄDELS	1924	1925	Rekord	16	BDH
unklar	SVEN BERNDTS	1924	1924	Opitz	2	BDH
Abenteuer	TATSACHEN	1939	1941	Freya	85	BDH
Abenteuer	TEDDY DER SCHATZJÄGER	?	?	Berliner	5	BDH
Western	TEX BULWER	1936	1938	NVV	80	BDH
Abenteuer	TILL MARKS ABENTEUER	1921	1925	Universal Verlag L. Walther	18	BDH
unklar	TIMM FOX	1921	1921	Rekord	50	BDH
unklar	TITANIA- ROMANE	?	?	Titania	50	BDH
unklar	TOM HYPNOS	?	?	Bison	12	BDH
Krimi	TOM SHARK	1928	1939	Freya	553	BDH
Western	TRAPPER TREUHERZ	?	?	MVV	12	BDH
unklar	UHLMANN-BÜCHER	1917	1919	Das Wissen dem Volke	26	BDH
Abenteuer	UM DEN ERDBALL	1911	1913	VVK	120	BDH
Krieg	UM DEUTSCHLANDS EHRE	1915	1915	VmL	28	BDH
unklar	UNIVERSAL KRIMINALBÜCHER	1921	1925	Universal	22	BDH
unklar	UNIVERSAL KRIMINALROMANE	1928	1929	VVK	48	BDH
Krieg	UNSERE FELDGRAUEN	1915	1915	Mignon	165	BDH
Krieg	UNTER DEUTSCHER FLAGGE	1911	1916	VVK	246	BDH
Krieg	UNTER FAHNEN UND STANDARTEN	1912	1914	VVK	79	BDH
Abenteuer	UNTER SCHWARZER FLAGGE	1907	1910	VmL	240	BDH
Abenteuer	VAGABUNDEN DES SCHIENENWEGES	1929	1932	Momus	16	BDH
Liebe	VERGISS MEIN NICHT	1912	1922	VmL	428	BDH
Western	VERWEGENE ABENTEUER	1906	1906	Dresdner	24	BDH
unklar	VINETA-ROMANE	1927	1928	VVK	60	BDH
Krimi	VOLKS-KRIMINAL-ROMANE	1929	1929	Görtitz	24	BDH
unklar	VON DEUTSCHER TREUE	1912	1914	VVK	118	BDH
unklar	WANDA VON BRANNBURG	1907	1908	Meteor	22	BDH
unklar	WAS MAN NICHT LAUT ERZÄHLT	?	?	Mitteldeutsche Verlagsanstalt	55	BDH
Krimi	WELT-KRIMINAL-BÜCHEREI	1924	1924	Dietsch	42	BDH
Krimi	WER WAR ES?	1920	1926	Mitteldeutsche Verlagsanstalt	366	BDH
unklar	WESSEL'S KRIMINAL-BÜCHEREI	1930	1930	Horstmann	12	BDH
unklar	WILDTÖTER	1915	1924	VVK	300	BDH
Western	WILD-WEST-BIBLIOTHEK	?	?	Eichler	25	BDH
Western	WILDWEST-BIBLIOTHEK	1919	1920	Sonnen	19	BDH
unklar	WOLF GREIF	1939	1941	Freya	61	BDH
Abenteuer	ZEHN JAHRE IN DER FREMDENLEGION	?	?	Streicher	65	BDH
Abenteuer	ZIRKUS GRAY	1923	1923	Dietsch	8	BDH
unklar	ZW-BÜCHER	1929	1930	Neuer Buch-Verlag	100	BDH
Krimi	Mädchenhändler	1913	1913	Lehmann	31	PUVH
Krimi	Bill Canon	1908	1908	Mitteldeutsche Verlagsanstalt	21	http://dideldum.gmxhome.de/
